Intel Name,Intel Source,Intel Source Link,Intel Summary,Impact,Date of Scan,Intel Push to ATS
UNC1151_TTP_Seeder_Queries_070322, STR, STR Repository, This research is part of Securonix Threat Labs - Threat Research Team, HIGH,2022-03-09, Yes
Nokoyawa Ransomware linked to Hive , Trend Micro, https://www.trendmicro.com/en_us/research/22/c/nokoyawa-ransomware-possibly-related-to-hive-.html, TrendMicro researchers came across a new ransomware which had similarities with Hive ransomware like their attack chain  teh tools used to the order in which they execute various steps. Most of targets of the ransomware are located in South America., MEDIUM,2022-03-09, Yes
Agent Tesla RAT campiagn, Fortinet, https://www.fortinet.com/blog/threat-research/fake-purchase-order-used-to-deliver-agent-tesla, FortiGaurd Labs analysed a phishing email impersonate as Ukraine based materials and chemical manufacturing company sharing purchase order. The phishing email has PPT as attachment that is multi-stage efforts to deploy the Agent Telsa RAT., HIGH,2022-03-09, Yes
RURansom Wiper Targets Russia, Trend Micro, https://www.trendmicro.com/en_us/research/22/c/new-ruransom-wiper-targets-russia.html, Recently TrendMicro researchers analyzed sample released by MalwareHnterTeam which as per them is a wiper but decoyed like a ransomware and it was targeting Russia. The malware is written in .NET programming language and spreads as a worm., LOW,2022-03-09, Yes
TA416 targets European Government, Proofpoint, https://www.proofpoint.com/us/blog/threat-insight/good-bad-and-web-bug-ta416-increases-operational-tempo-against-european, Researchers at Proofpoint has discovered a Threat group TA416 targeting European diplomatic entities including an individuals involve in refguee and migrant services. TA416 group has assessed to be aligned with Chinese nation state  which exploits web vulnerabilities to profile their targets. Researchers identified the campaign is escalated since the tension between Russia  Ukraine and NATO members in Europe., HIGH,2022-03-08, Yes
Webhards distributing njRAT, ASEC, https://asec.ahnlab.com/en/32450/, ASEC researchers has identified njRAT malware is being distributed through webhard. Webhard is a platform used to distribute malware  and it is mainly used by attackers to target Korean users. The malware disguised as an adult game that was uploaded in webhard., LOW,2022-03-08, Yes
Threat Landscape around Ukraine, Google, https://blog.google/threat-analysis-group/update-threat-landscape-ukraine/, The Google Threat Analysis Group (TAG) has observed phishing campaigns and espionage activity from a range of threat actors  including FancyBear (APT28) and Ghostwriter targeting Ukraine. Activities from Mustang Panda was also noted., MEDIUM,2022-03-08, Yes
RagnarLocker Ransomware IoCs, FBI FLASH, https://www.ic3.gov/Media/News/2022/220307.pdf, Federal Bureau of Investigation (FBI) published a new FLASH report that provides additional IOCs associated with RagnarLocker ransomware. The FBI has identified at least 52 entities across 10 critical infrastructure sectors affected by RagnarLocker ransomware., MEDIUM,2022-03-08, Yes
Emotet recent campaign using MS Excel, Fortinet, https://www.fortinet.com/blog/threat-research/ms-office-files-involved-in-emotet-trojan-campaign-pt-one, Fortinet researchers has conducted a deep research on 500 Excel files  which were involved in delivering Emotet Trojan. Researchers analysed the Excel file leveraged to spread Emotet  anti-analysis techniques used  persistence on victim's deivce  communicates with C2 servers and how modules are delivered  loaded and executed on target system., HIGH,2022-03-08, Yes
PROPHET SPIDER Exploits Citrix ShareFile, CrowdStrike, https://www.crowdstrike.com/blog/prophet-spider-exploits-citrix-sharefile/, CrowdStrike Inteligence team has investigated an incident where PROPHET SPIDER targeting Microsoft IIS by exploiting CVE-2021-22941. PROPHET SPIDER first spotted on May 2017  that intially access to the targeted networks by compromising vulnerable web servers., MEDIUM,2022-03-08, Yes
Global credential harvesting campaign, Curated Intel, https://www.curatedintel.org/2022/03/curated-intel-threat-report-adobe.html, Researchers from Curated Intelligence recently tracked a new global credential harvesting campaign targeting Microsoft accounts through a range of phishing emails masquerading as ‘shared document’ notifications which deliver an embedded URL that leads to a fake Adobe Document Cloud application login page., MEDIUM,2022-03-07, Yes
Cyber campaign against Indian Government, Telsy, https://www.telsy.com/legitimate-sites-used-as-cobalt-strike-c2s-against-indian-government/, Researchers from Telsy identified a spear phishing campaign targetting Indian government. The threat actors are using legitimate portal as C2 and encrypted HTTPS communication. Legitimate sites were used as cobalt strike C&C., LOW,2022-03-07, Yes
AvosLocker group new variant targets Linux systems, Qualys, https://blog.qualys.com/vulnerabilities-threat-research/2022/03/06/avoslocker-ransomware-behavior-examined-on-windows-linux  https://blog.cyble.com/2022/01/17/avoslocker-ransomware-linux-version-targets-vmware-esxi-servers/, AvosLocker ransomware group made its first presence in June 2021 targeting Windows machine. Recently researchers at Qualys  has identified that the AvosLocker group is also targeting Linux environments. The AvosLocker ransomware group advertises their latest ransomware variants on the Darkweb Leak site  and mentioned that tthey have added support for encrypting Linux systems  specifically targeting VMware ESXi virtual machines., MEDIUM,2022-03-07, Yes
FormBook targets Oil & Gas companies, Malwarebytes, https://blog.malwarebytes.com/threat-intelligence/2022/03/beware-of-malware-offering-warm-greetings-from-saudi-aramco/  https://twitter.com/MBThreatIntel/status/1499435858537107459, During our random intel gathering  we identified a tweet from Malwarebytes Threat Intelligence  which states that FormBook continues to target Oil and Gas Companies. It also has potential IoCs. Few hours later Malwarebytes has published a blog with the findings. The campaign was delivered by a targeted email that contained two attachments  one is a pdf file and the other an Excel document., MEDIUM,2022-03-07, Yes
Multi malware campaign on Ukraine, Trend Micro, https://www.trendmicro.com/en_us/research/22/c/cyberattacks-are-prominent-in-the-russia-ukraine-conflict.html, Trend Micro Research have verified and validated a number of alleged cyber attacks carry out by multiple groups in support of both the countries Russia  Ukraine. Researchers have analysed internal data and external reports to provide these information., HIGH,2022-03-04, Yes
DanaBot attacks Ukrainian MOD, Zscaler, https://www.zscaler.com/blogs/security-research/danabot-launches-ddos-attack-against-ukrainian-ministry-defense, On 2 Mar 2022  in the midst of Russia Ukraine conflict  Zscaler identified a threat actor launched an HTTP-based DDoS attack against the Ukrainian Ministry of Defense's webmail server. The threat attack is using DanaBot to launch DDoS attack and deliver second-stage malware payload using the download and execute command., MEDIUM,2022-03-03, Yes
Russia-Ukraine Conflict Leverages Phishing Themes, Cofense, https://cofense.com/blog/russia-ukraine-conflict-leverages-phishing-themes, As Russia Ukraine conflict on the ground and cyber front going hand in hand. Cofense Phishing Defense Center monitoring phishing emails related to the conflict and has identifed malicious campaign that are using conflict as a lure to target users and enterprises. However  Cofense do not have any evidence to support the phishing campaign attribution towards the countries directly involved in war., MEDIUM,2022-03-03, Yes
Domains Linked to Phishing Attacks Targeting Ukraine, SecureWorks, https://www.secureworks.com/blog/domains-linked-to-phishing-attacks-targeting-ukraine, Researchers at SecureWorks CTU has investigated a warning published by CERT-UA on 25th Feb  2022 regarding the phishing attacks targeting Ukrainian military personnel and government. Researchers attributed this campaign to MOONSCAPE threat group  whereas CERT-UA attributed to UNC1151 APT group linked to Belarusian government., MEDIUM,2022-03-03, Yes
Conti and Karma attacked Healthcare, Sophos, https://news.sophos.com/en-us/2022/02/28/conti-and-karma-actors-attack-healthcare-provider-at-same-time-through-proxyshell-exploits/, Sophos Labs researchers identified that two ransomware groups Conti & Karma have exploited ProxyShell vulnerabilty to gain access to the network of healthcare provider in Canada with very different tactics. Karma group exfiltrated data  but did not encrypt the targeted systems. While Conti came into the network later  but but encrypted the targeted systems., MEDIUM,2022-03-02, Yes
Conti Leaks_Seeder_Queries_010322, STR, STR Repository, This research is part of Securonix Threat Labs - Threat Research Team, HIGH,2022-03-02, Yes
Vollgar CoinMiner targets MSSQL, ASEC, https://asec.ahnlab.com/en/32143/, Researchers from ASEC is monitoring a specific form of CoinMiner that has been consistently distributed to vulnerable MS-SQL servers. ASEC Infrastructure has detected Vollgar CoinMiner samples in the logs. Vollgar is a typical CoinMiner that is installed via brute force attacks against MS-SQL servers with vulnerable account credentials., MEDIUM,2022-03-02, Yes
TA445 Targets European Governments, Proofpoint, https://www.proofpoint.com/us/blog/threat-insight/asylum-ambuscade-state-actor-uses-compromised-private-ukrainian-military-emails, The Proofpoint Threat Research team has identified a likely nation-state sponsored phishing campaign using a possibly compromised Ukrainian armed service member’s email account to target European government personnel with a Lua-based malware dubbed SunSeed., HIGH,2022-03-02, Yes
SoulSearcher Malware, Fortinet, https://www.fortinet.com/blog/threat-research/unraveling-the-evolution-of-the-soul-searcher-malware, Researchers from Fortinet have analyzed the evolution of SoulSearcher Malware which have been targting Windows and collecting ssensitive information and executes additional malicious modules., MEDIUM,2022-03-02, Yes
BlackCat Ransomware- Technical Analysis, AT&T, https://cybersecurity.att.com/blogs/labs-research/blackcat-ransomware, AT&T researchers recently analyzed BlackCat ransomware samples which was quite active in Jan 2022. The keytakaways from their analysis was that the ransomware is coded in Rust and targets multiple platform WINDOWS AND LINUX., MEDIUM,2022-03-02, Yes
